Day,Hour,Minute,DHI,DNI,WS,RH,T,TARGET,Year,Month,Timestamp
3,8,30,18,0,2.0,66.85,-2,1.689298925,2016,1,2016-01-03 08:30:00
3,9,0,55,0,1.8,72.81,-1,5.161689988,2016,1,2016-01-03 09:00:00
3,9,30,53,0,2.0,67.63,-1,4.97399217,2016,1,2016-01-03 09:30:00
3,10,0,153,65,2.2,72.03,-1,16.51740796,2016,1,2016-01-03 10:00:00
3,10,30,104,0,2.6,72.02,0,9.76017926,2016,1,2016-01-03 10:30:00
3,11,0,81,0,3.1,75.29,0,7.601678078,2016,1,2016-01-03 11:00:00
3,11,30,117,0,3.5,75.28,0,10.98020167,2016,1,2016-01-03 11:30:00
3,12,0,176,20,3.9,75.99,0,17.36185734,2016,1,2016-01-03 12:00:00
3,12,30,52,0,4.3,76.01,0,4.88008963,2016,1,2016-01-03 12:30:00
3,13,0,141,3,4.7,79.12,-1,13.32654506,2016,1,2016-01-03 13:00:00
3,13,30,101,0,5.0,79.17,-1,9.478739796000001,2016,1,2016-01-03 13:30:00
3,14,0,48,0,5.3,78.49,-2,4.504797132,2016,1,2016-01-03 14:00:00
3,14,30,28,0,5.1,84.71,-3,2.627827206,2016,1,2016-01-03 14:30:00
3,15,0,110,157,5.1,80.48,-4,14.26550446,2016,1,2016-01-03 15:00:00
3,15,30,71,535,4.4,86.96,-5,16.61198708,2016,1,2016-01-03 15:30:00
3,16,0,47,403,3.7,79.93,-7,9.010089323999999,2016,1,2016-01-03 16:00:00
3,16,30,26,0,3.1,86.46,-8,2.440259341,2016,1,2016-01-03 16:30:00
3,17,0,0,0,2.6,80.46,-9,0.0,2016,1,2016-01-03 17:00:00
3,17,30,0,0,2.3,87.15,-9,0.0,2016,1,2016-01-03 17:30:00
3,18,0,0,0,2.0,85.23,-10,0.0,2016,1,2016-01-03 18:00:00
3,18,30,0,0,1.7,85.26,-10,0.0,2016,1,2016-01-03 18:30:00
3,19,0,0,0,1.5,85.29,-11,0.0,2016,1,2016-01-03 19:00:00
3,19,30,0,0,1.2,85.3,-11,0.0,2016,1,2016-01-03 19:30:00
3,20,0,0,0,0.9,86.81,-12,0.0,2016,1,2016-01-03 20:00:00
3,20,30,0,0,0.7,86.81,-12,0.0,2016,1,2016-01-03 20:30:00
3,21,0,0,0,0.5,82.9,-12,0.0,2016,1,2016-01-03 21:00:00
3,21,30,0,0,0.4,82.89,-12,0.0,2016,1,2016-01-03 21:30:00
3,22,0,0,0,0.4,79.09,-13,0.0,2016,1,2016-01-03 22:00:00
3,22,30,0,0,0.7,79.08,-13,0.0,2016,1,2016-01-03 22:30:00
3,23,0,0,0,1.1,81.09,-13,0.0,2016,1,2016-01-03 23:00:00
3,23,30,0,0,1.4,81.08,-13,0.0,2016,1,2016-01-03 23:30:00
4,0,0,0,0,1.8,77.76,-14,0.0,2016,1,2016-01-04 00:00:00
4,0,30,0,0,2.0,77.77,-13,0.0,2016,1,2016-01-04 00:30:00
4,1,0,0,0,2.2,77.69,-13,0.0,2016,1,2016-01-04 01:00:00
4,1,30,0,0,2.2,71.57,-13,0.0,2016,1,2016-01-04 01:30:00
4,2,0,0,0,2.2,72.62,-13,0.0,2016,1,2016-01-04 02:00:00
4,2,30,0,0,2.2,72.61,-12,0.0,2016,1,2016-01-04 02:30:00
4,3,0,0,0,2.2,73.02,-12,0.0,2016,1,2016-01-04 03:00:00
4,3,30,0,0,2.2,73.01,-12,0.0,2016,1,2016-01-04 03:30:00
4,4,0,0,0,2.3,72.77,-12,0.0,2016,1,2016-01-04 04:00:00
4,4,30,0,0,2.2,72.77,-12,0.0,2016,1,2016-01-04 04:30:00
4,5,0,0,0,2.2,72.63,-12,0.0,2016,1,2016-01-04 05:00:00
4,5,30,0,0,2.0,66.98,-11,0.0,2016,1,2016-01-04 05:30:00
4,6,0,0,0,1.9,67.97,-11,0.0,2016,1,2016-01-04 06:00:00
4,6,30,0,0,1.8,67.99,-11,0.0,2016,1,2016-01-04 06:30:00
4,7,0,0,0,1.8,69.47,-11,0.0,2016,1,2016-01-04 07:00:00
4,7,30,0,0,2.1,59.16,-9,0.0,2016,1,2016-01-04 07:30:00
4,8,0,34,112,2.4,65.0,-8,4.129669654,2016,1,2016-01-04 08:00:00
4,8,30,65,160,2.6,55.59,-6,8.728428115,2016,1,2016-01-04 08:30:00
4,9,0,88,320,2.9,58.76,-5,15.57960371,2016,1,2016-01-04 09:00:00
4,9,30,129,183,2.7,54.46,-3,17.45628072,2016,1,2016-01-04 09:30:00
4,10,0,150,279,2.6,58.11,-2,23.556335,2016,1,2016-01-04 10:00:00
4,10,30,159,29,2.8,50.07,-1,16.04816342,2016,1,2016-01-04 10:30:00
4,11,0,190,298,3.0,52.79,0,29.93747292,2016,1,2016-01-04 11:00:00
4,11,30,211,210,3.2,49.08,0,28.81129839,2016,1,2016-01-04 11:30:00
4,12,0,114,0,3.5,54.63,0,10.69865804,2016,1,2016-01-04 12:00:00
4,12,30,152,6,3.5,54.64,0,14.54642101,2016,1,2016-01-04 12:30:00
4,13,0,189,48,3.6,57.39,1,19.70783769,2016,1,2016-01-04 13:00:00
4,13,30,83,0,3.4,57.4,0,7.789373832999999,2016,1,2016-01-04 13:30:00
4,14,0,61,911,3.2,59.01,0,38.00839039,2016,1,2016-01-04 14:00:00
4,14,30,105,492,2.8,59.03,0,24.96353542,2016,1,2016-01-04 14:30:00
4,15,0,111,167,2.5,65.15,0,14.64026889,2016,1,2016-01-04 15:00:00
4,15,30,27,0,2.3,70.12,0,2.5338926930000003,2016,1,2016-01-04 15:30:00
4,16,0,15,0,2.2,65.74,-1,1.407733633,2016,1,2016-01-04 16:00:00
4,16,30,4,0,2.2,65.75,-1,0.375395636,2016,1,2016-01-04 16:30:00
4,17,0,0,0,2.2,64.36,-2,0.0,2016,1,2016-01-04 17:00:00
4,17,30,0,0,2.0,64.38,-2,0.0,2016,1,2016-01-04 17:30:00
4,18,0,0,0,1.9,66.96,-3,0.0,2016,1,2016-01-04 18:00:00
4,18,30,0,0,1.7,66.99,-3,0.0,2016,1,2016-01-04 18:30:00
4,19,0,0,0,1.5,65.33,-4,0.0,2016,1,2016-01-04 19:00:00
4,19,30,0,0,1.4,65.34,-4,0.0,2016,1,2016-01-04 19:30:00
4,20,0,0,0,1.3,69.09,-4,0.0,2016,1,2016-01-04 20:00:00
4,20,30,0,0,1.4,69.07,-4,0.0,2016,1,2016-01-04 20:30:00
4,21,0,0,0,1.5,67.65,-5,0.0,2016,1,2016-01-04 21:00:00
4,21,30,0,0,1.7,67.61,-5,0.0,2016,1,2016-01-04 21:30:00
4,22,0,0,0,1.9,71.88,-5,0.0,2016,1,2016-01-04 22:00:00
4,22,30,0,0,2.0,71.85,-5,0.0,2016,1,2016-01-04 22:30:00
4,23,0,0,0,2.1,72.17,-5,0.0,2016,1,2016-01-04 23:00:00
4,23,30,0,0,2.1,72.18,-5,0.0,2016,1,2016-01-04 23:30:00
5,0,0,0,0,2.1,72.1,-5,0.0,2016,1,2016-01-05 00:00:00
5,0,30,0,0,2.0,72.1,-5,0.0,2016,1,2016-01-05 00:30:00
5,1,0,0,0,2.0,72.14,-5,0.0,2016,1,2016-01-05 01:00:00
5,1,30,0,0,2.0,72.11,-5,0.0,2016,1,2016-01-05 01:30:00
5,2,0,0,0,2.0,72.94,-5,0.0,2016,1,2016-01-05 02:00:00
5,2,30,0,0,2.0,72.92,-5,0.0,2016,1,2016-01-05 02:30:00
5,3,0,0,0,2.0,74.04,-5,0.0,2016,1,2016-01-05 03:00:00
5,3,30,0,0,2.0,68.57,-5,0.0,2016,1,2016-01-05 03:30:00
5,4,0,0,0,2.0,70.64,-5,0.0,2016,1,2016-01-05 04:00:00
5,4,30,0,0,2.1,70.63,-4,0.0,2016,1,2016-01-05 04:30:00
5,5,0,0,0,2.3,73.87,-4,0.0,2016,1,2016-01-05 05:00:00
5,5,30,0,0,2.5,68.44,-3,0.0,2016,1,2016-01-05 05:30:00
5,6,0,0,0,2.8,72.33,-3,0.0,2016,1,2016-01-05 06:00:00
5,6,30,0,0,3.2,67.06,-2,0.0,2016,1,2016-01-05 06:30:00
5,7,0,0,0,3.6,72.48,-2,0.0,2016,1,2016-01-05 07:00:00
5,7,30,0,0,3.8,67.26,-1,0.0,2016,1,2016-01-05 07:30:00
5,8,0,33,166,4.1,71.83,0,4.50469812,2016,1,2016-01-05 08:00:00
5,8,30,63,220,4.5,66.72,1,9.478531459,2016,1,2016-01-05 08:30:00
5,9,0,44,0,4.9,73.36,2,4.129215849,2016,1,2016-01-05 09:00:00
5,9,30,83,0,5.7,68.23,3,7.78911702,2016,1,2016-01-05 09:30:00
5,10,0,97,0,6.6,65.55,4,9.102843944,2016,1,2016-01-05 10:00:00
5,10,30,129,0,7.0,65.53,4,12.10584401,2016,1,2016-01-05 10:30:00
5,11,0,202,149,7.4,64.54,5,25.05600641,2016,1,2016-01-05 11:00:00
5,11,30,173,20,7.7,64.51,5,17.07937515,2016,1,2016-01-05 11:30:00
5,12,0,218,123,8.0,67.17,6,25.80646454,2016,1,2016-01-05 12:00:00
5,12,30,198,48,7.8,67.18,6,20.64517164,2016,1,2016-01-05 12:30:00
5,13,0,179,31,7.7,69.26,6,18.11144603,2016,1,2016-01-05 13:00:00
5,13,30,191,183,7.5,69.29,5,25.14984913,2016,1,2016-01-05 13:30:00
5,14,0,153,36,7.3,69.79,5,15.67173434,2016,1,2016-01-05 14:00:00
5,14,30,142,100,7.1,74.91,5,16.42247611,2016,1,2016-01-05 14:30:00
5,15,0,96,4,6.9,74.5,5,9.196586621,2016,1,2016-01-05 15:00:00
5,15,30,68,0,6.4,80.02,4,6.381375136,2016,1,2016-01-05 15:30:00
5,16,0,38,0,6.0,78.19,4,3.566062576,2016,1,2016-01-05 16:00:00
5,16,30,11,0,5.4,78.22,3,1.032292617,2016,1,2016-01-05 16:30:00
5,17,0,0,0,4.9,76.52,3,0.0,2016,1,2016-01-05 17:00:00
5,17,30,0,0,4.6,82.24,3,0.0,2016,1,2016-01-05 17:30:00
5,18,0,0,0,4.3,80.88,3,0.0,2016,1,2016-01-05 18:00:00
5,18,30,0,0,3.7,80.93,3,0.0,2016,1,2016-01-05 18:30:00
5,19,0,0,0,3.2,74.19,3,0.0,2016,1,2016-01-05 19:00:00
5,19,30,0,0,2.6,79.75,3,0.0,2016,1,2016-01-05 19:30:00
5,20,0,0,0,2.1,78.5,3,0.0,2016,1,2016-01-05 20:00:00
5,20,30,0,0,1.8,78.55,2,0.0,2016,1,2016-01-05 20:30:00
5,21,0,0,0,1.5,76.9,2,0.0,2016,1,2016-01-05 21:00:00
5,21,30,0,0,1.4,82.7,2,0.0,2016,1,2016-01-05 21:30:00
5,22,0,0,0,1.3,81.7,2,0.0,2016,1,2016-01-05 22:00:00
5,22,30,0,0,1.3,81.73,1,0.0,2016,1,2016-01-05 22:30:00
5,23,0,0,0,1.3,79.15,1,0.0,2016,1,2016-01-05 23:00:00
5,23,30,0,0,1.4,79.16,1,0.0,2016,1,2016-01-05 23:30:00
6,0,0,0,0,1.5,77.41,1,0.0,2016,1,2016-01-06 00:00:00
6,0,30,0,0,1.7,77.42,1,0.0,2016,1,2016-01-06 00:30:00
6,1,0,0,0,1.9,76.77,1,0.0,2016,1,2016-01-06 01:00:00
6,1,30,0,0,2.0,76.77,1,0.0,2016,1,2016-01-06 01:30:00
6,2,0,0,0,2.2,76.39,1,0.0,2016,1,2016-01-06 02:00:00
6,2,30,0,0,2.2,76.37,0,0.0,2016,1,2016-01-06 02:30:00
6,3,0,0,0,2.3,76.21,0,0.0,2016,1,2016-01-06 03:00:00
6,3,30,0,0,2.4,76.2,0,0.0,2016,1,2016-01-06 03:30:00
6,4,0,0,0,2.5,81.63,0,0.0,2016,1,2016-01-06 04:00:00
6,4,30,0,0,2.6,81.64,0,0.0,2016,1,2016-01-06 04:30:00
6,5,0,0,0,2.7,81.49,0,0.0,2016,1,2016-01-06 05:00:00
6,5,30,0,0,2.6,81.51,0,0.0,2016,1,2016-01-06 05:30:00
6,6,0,0,0,2.6,81.8,0,0.0,2016,1,2016-01-06 06:00:00
6,6,30,0,0,2.6,81.8,0,0.0,2016,1,2016-01-06 06:30:00
6,7,0,0,0,2.6,82.95,0,0.0,2016,1,2016-01-06 07:00:00
6,7,30,0,0,2.8,77.14,1,0.0,2016,1,2016-01-06 07:30:00
6,8,0,31,266,3.0,79.24,2,5.255365626000001,2016,1,2016-01-06 08:00:00
6,8,30,55,366,3.1,73.76,3,11.07368444,2016,1,2016-01-06 08:30:00
6,9,0,98,190,3.2,76.11,5,13.51335177,2016,1,2016-01-06 09:00:00
6,9,30,113,363,3.3,70.93,6,21.11438008,2016,1,2016-01-06 09:30:00
6,10,0,131,422,3.4,70.36,7,26.65074684,2016,1,2016-01-06 10:00:00
6,10,30,157,398,3.3,65.62,8,29.84100123,2016,1,2016-01-06 10:30:00
6,11,0,102,700,3.3,63.78,9,38.37998541,2016,1,2016-01-06 11:00:00
6,11,30,105,722,3.3,63.76,9,40.91362747,2016,1,2016-01-06 11:30:00
6,12,0,102,744,3.4,60.36,9,42.22736781,2016,1,2016-01-06 12:00:00
6,12,30,101,742,3.3,60.34,9,41.85201343,2016,1,2016-01-06 12:30:00
6,13,0,113,673,3.2,61.57,9,38.94301698,2016,1,2016-01-06 13:00:00
6,13,30,127,576,2.9,65.92,8,34.62682218,2016,1,2016-01-06 13:30:00
6,14,0,131,479,2.6,69.22,8,29.55948235,2016,1,2016-01-06 14:00:00
6,14,30,121,395,2.3,79.48,7,23.74168644,2016,1,2016-01-06 14:30:00
6,15,0,101,325,2.0,80.75,6,17.82992096,2016,1,2016-01-06 15:00:00
6,15,30,77,235,1.9,93.04,4,11.730469,2016,1,2016-01-06 15:30:00
6,16,0,48,177,1.9,89.3,3,6.66297962,2016,1,2016-01-06 16:00:00
6,16,30,22,0,2.0,96.02,2,2.064607925,2016,1,2016-01-06 16:30:00
6,17,0,0,0,2.1,90.05,1,0.0,2016,1,2016-01-06 17:00:00
6,17,30,0,0,2.3,90.08,1,0.0,2016,1,2016-01-06 17:30:00
6,18,0,0,0,2.5,87.11,1,0.0,2016,1,2016-01-06 18:00:00
6,18,30,0,0,2.7,87.12,1,0.0,2016,1,2016-01-06 18:30:00
6,19,0,0,0,3.0,84.3,1,0.0,2016,1,2016-01-06 19:00:00
6,19,30,0,0,3.0,84.31,1,0.0,2016,1,2016-01-06 19:30:00
6,20,0,0,0,3.0,81.26,1,0.0,2016,1,2016-01-06 20:00:00
6,20,30,0,0,2.8,81.26,0,0.0,2016,1,2016-01-06 20:30:00
6,21,0,0,0,2.7,78.27,0,0.0,2016,1,2016-01-06 21:00:00
6,21,30,0,0,2.3,78.28,0,0.0,2016,1,2016-01-06 21:30:00
6,22,0,0,0,2.0,82.04,0,0.0,2016,1,2016-01-06 22:00:00
6,22,30,0,0,1.5,88.34,0,0.0,2016,1,2016-01-06 22:30:00
6,23,0,0,0,1.1,92.08,-1,0.0,2016,1,2016-01-06 23:00:00
6,23,30,0,0,1.5,92.11,-1,0.0,2016,1,2016-01-06 23:30:00
7,0,0,0,0,1.9,86.51,-2,0.0,2016,1,2016-01-07 00:00:00
7,0,30,0,0,1.8,86.54,-2,0.0,2016,1,2016-01-07 00:30:00
7,1,0,0,0,1.7,85.72,-3,0.0,2016,1,2016-01-07 01:00:00
7,1,30,0,0,1.4,85.73,-3,0.0,2016,1,2016-01-07 01:30:00
7,2,0,0,0,1.1,87.04,-4,0.0,2016,1,2016-01-07 02:00:00
7,2,30,0,0,1.0,87.04,-4,0.0,2016,1,2016-01-07 02:30:00
7,3,0,0,0,0.9,90.47,-4,0.0,2016,1,2016-01-07 03:00:00
7,3,30,0,0,0.9,90.47,-4,0.0,2016,1,2016-01-07 03:30:00
7,4,0,0,0,0.9,87.82,-4,0.0,2016,1,2016-01-07 04:00:00
7,4,30,0,0,0.9,87.84,-4,0.0,2016,1,2016-01-07 04:30:00
7,5,0,0,0,0.9,84.25,-5,0.0,2016,1,2016-01-07 05:00:00
7,5,30,0,0,1.0,84.29,-5,0.0,2016,1,2016-01-07 05:30:00
7,6,0,0,0,1.1,86.59,-5,0.0,2016,1,2016-01-07 06:00:00
7,6,30,0,0,1.2,86.63,-5,0.0,2016,1,2016-01-07 06:30:00
7,7,0,0,0,1.3,80.3,-6,0.0,2016,1,2016-01-07 07:00:00
7,7,30,0,0,1.4,80.34,-5,0.0,2016,1,2016-01-07 07:30:00
7,8,0,8,0,1.5,78.68,-5,0.750824275,2016,1,2016-01-07 08:00:00
7,8,30,17,0,1.5,72.89,-4,1.595484051,2016,1,2016-01-07 08:30:00
7,9,0,52,0,1.5,71.79,-3,4.880250525,2016,1,2016-01-07 09:00:00
7,9,30,40,0,1.3,66.56,-2,3.75399761,2016,1,2016-01-07 09:30:00
7,10,0,58,0,1.1,66.1,-1,5.443236715,2016,1,2016-01-07 10:00:00
7,10,30,90,0,1.0,61.34,0,8.446308975,2016,1,2016-01-07 10:30:00
7,11,0,131,0,1.0,61.84,0,12.29407195,2016,1,2016-01-07 11:00:00
7,11,30,172,18,0.9,57.45,1,16.8924323,2016,1,2016-01-07 11:30:00
7,12,0,201,48,0.9,61.08,2,20.92761669,2016,1,2016-01-07 12:00:00
7,12,30,218,129,0.9,61.03,2,26.0891365,2016,1,2016-01-07 12:30:00
7,13,0,208,110,0.9,59.5,3,24.11810933,2016,1,2016-01-07 13:00:00
7,13,30,194,148,0.9,59.47,3,24.11810933,2016,1,2016-01-07 13:30:00
7,14,0,156,338,0.9,57.81,3,26.83960805,2016,1,2016-01-07 14:00:00
7,14,30,59,872,0.9,62.08,2,33.03372679,2016,1,2016-01-07 14:30:00
7,15,0,52,823,1.0,66.16,2,26.18298232,2016,1,2016-01-07 15:00:00
7,15,30,44,744,1.0,71.09,1,18.67552238,2016,1,2016-01-07 15:30:00
